打开QQ音乐 | com.tencent.qqmusic
用音乐播放新歌榜 | com.android.music
用音乐播放新歌榜 | com.android.music
播放原创音乐榜 | com.android.music
播放最近音乐 | com.android.music
播放新歌榜 | com.android.music
打开携程 | ctrip.android.view
帮我推荐几首歌 | com.android.music
打开网速显示 | com.letv.android.supermanager
下载应用 | com.letv.app.appstore
下载软件 | com.letv.app.appstore
打开音乐 | com.android.music
打开浏览器 | com.android.browser
卸载高德地图 | com.android.settings
卸载高德地图 | com.android.settings
现在的位置 | com.baidu.BaiduMap
现在的位置 | com.baidu.BaiduMap
现在的位置 | com.baidu.BaiduMap
现在的位置 | com.baidu.BaiduMap
现在的位置 | com.baidu.BaiduMap
现在的位置 | com.baidu.BaiduMap
现在的位置 | com.baidu.BaiduMap
播放新歌榜 | com.android.music
打开百度贴吧 | com.baidu.tieba
打开度贴吧 | com.baidu.tieba
打开QQ | com.tencent.mobileqq
百度贴吧我关注的人 | com.baidu.tieba
百度贴吧推荐的内容 | com.baidu.tieba
百度贴吧搜索123 | com.baidu.tieba
打开酷狗 | com.kugou.android
打开阅读 | com.letv.android.reader
打开阅读 | com.letv.android.reader
百度贴吧搜索123 | com.baidu.tieba
百度贴吧我关注的人 | com.baidu.tieba
唱首歌给我听 | com.android.music
百度贴吧推荐的内容 | com.baidu.tieba
用咕咚记录跑步 | com.codoon.gps
用咕咚记录跑步 | com.codoon.gps
QQ音乐 | com.tencent.qqmusic
帮我打开微信 | com.tencent.mm
帮我打开悬浮球 | com.android.settings
帮我打开乐视应用商店 | com.letv.android.client
用咕咚记录跑步 | com.codoon.gps
用咕咚记录跑步 | com.codoon.gps
用咕咚记录跑步 | com.codoon.gps
清理垃圾 | com.letv.android.supermanager
清理系统垃圾 | com.letv.android.supermanager
用咕咚记录跑步 | com.codoon.gps
垃圾清理 | com.letv.android.supermanager
停止跑步 | com.codoon.gps
停止跑步 | com.codoon.gps
打开楚楚街 | com.culiukeji.huanletao
打开楚楚街 | com.culiukeji.huanletao
打开当当 | com.dangdang.buy2
打开当当 | com.dangdang.buy2
当当搜索独木舟 | com.dangdang.buy2
当当搜索独木舟 | com.dangdang.buy2
当当搜索123 | com.dangdang.buy2
给宋彦儒发送雨石德发兵 | com.tencent.mm
查看的购物车 | com.geili.koudai
查看当当购物车 | com.dangdang.buy2
查看当当购物车 | com.dangdang.buy2
查看当当购物车 | com.dangdang.buy2
查看当当购物的 | com.dangdang.buy2
查看当当购物车 | com.dangdang.buy2
查看当当购物车 | com.dangdang.buy2
在众点评里找餐馆 | com.dianping.v1
在大众点评找餐馆 | com.dianping.v1
在大众点评里找餐馆 | com.dianping.v1
在大众点评里找餐馆 | com.dianping.v1
打开QQ找到聂鑫彤 | com.tencent.mobileqq
打开QQ找到你 | com.tencent.mobileqq
打开QQ找到新同 | com.tencent.mobileqq
打开QQ找到逆儿子 | com.tencent.mobileqq
打开QQ找到9171399 | com.tencent.mobileqq
打开悬浮球 | com.android.settings
开管家 | com.letv.android.supermanager
用微信跟妈聊天而不该事 | com.tencent.mm
用微信跟妈视频聊天 | com.tencent.mm
微信朋友圈 | com.tencent.mm
打开导航 | com.autonavi.xmgd.navigator
打开淘宝 | com.taobao.taobao
打开手机淘宝 | com.taobao.taobao
打开网易云音乐 | com.netease.cloudmusic
支付宝付款 | com.eg.android.AlipayGphone
微信朋友圈 | com.tencent.mm
打开微信 | com.tencent.mm
发送信息被比猪 | com.tencent.mm
屏幕录制 | com.kimcy929.screenrecorder
播放音乐 | com.android.music
我去哪里好 | com.baidu.BaiduMap
打开酷狗 | com.kugou.android
打开QQ | com.tencent.mobileqq
快手 | com.smile.gifmaker
我要反馈速度很慢 | com.letv.android.bugreporter
唱一个呗box | com.android.music
打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
播放本地音乐 | com.android.music
打开图库 | com.android.gallery3d
打开图库中的初高中生相册 | com.tencent.mm
哪里有好吃的 | com.dianping.v1
哪里有好吃的 | com.dianping.v1
在石点评里找餐馆 | com.dianping.v1
打开微信 | com.tencent.mm
打开微信 | com.tencent.mm
去大众点评里找餐馆 | com.dianping.v1
我要吃饭 | com.dianping.v1
我要吃饭 | com.dianping.v1
我要吃饭 | com.dianping.v1
用大众点评搜索麻辣烫 | com.dianping.v1
用大众点评搜索麻辣的 | com.dianping.v1
大众点评付款 | com.dianping.v1
打开大众点评 | com.dianping.v1
UC浏览器 | com.UCMobile
大众点评付款 | com.dianping.v1
大众点评付款 | com.dianping.v1
我是说打开QQ | com.tencent.mobileqq
打开QQ | com.tencent.mobileqq
打开微信 | com.tencent.mm
打开微信朋友圈 | com.tencent.mm
拨打号码 | com.android.dialer
关闭无线网 | com.android.settings
清理后台内存 | com.letv.android.supermanager
大众点评扫一扫 | com.dianping.v1
大众点评扫一扫 | com.dianping.v1
大众点评扫一扫 | com.dianping.v1
大众点评客服 | com.dianping.v1
放一首歌 | com.android.music
大众点评客服 | com.dianping.v1
给这家店写点评 | com.dianping.v1
给这家店写点评 | com.dianping.v1
查看天气 | sina.mobile.tianqitongletv
打开豆瓣小组 | com.douban.frodo
打开动物带小组 | com.douban.group
打开豆瓣小组 | com.douban.frodo
打开QQ发送消息给戚薇 | com.tencent.mobileqq
打开豆瓣小组 | com.douban.frodo
打开豆瓣的书 | com.douban.frodo
打开豆瓣读书 | com.douban.frodo
语音助手 | com.singulariti.niapp
打开QQ发送消息给洗计v | com.tencent.mobileqq
打开豆瓣读书 | com.douban.frodo
打开QQ发送消息给力量一 | com.tencent.mobileqq
打开QQ发送你是傻逼给你了 | com.tencent.mobileqq
查看支付宝玉 | com.eg.android.AlipayGphone
查看支付宝余额 | com.eg.android.AlipayGphone
查看支付宝余额 | com.eg.android.AlipayGphone
查看支付宝账单 | com.eg.android.AlipayGphone
支付宝二维码 | com.eg.android.AlipayGphone
支付宝二维码收快 | com.eg.android.AlipayGphone
支付宝二维码收 | com.eg.android.AlipayGphone
支付宝二维码收款 | com.eg.android.AlipayGphone
支付宝扫一扫 | com.eg.android.AlipayGphone
支付宝扫一扫 | com.eg.android.AlipayGphone
支付宝二维码收款 | com.eg.android.AlipayGphone
支付宝二维码 | com.eg.android.AlipayGphone
支付宝账单 | com.eg.android.AlipayGphone
打开支付宝余额 | com.eg.android.AlipayGphone
查看支付宝余额 | com.eg.android.AlipayGphone
查看贝贝订单 | com.husor.beibei
贝贝 | com.husor.beibei
打开QQ争锋 | com.tencent.mobileqq
打开QQ张丰 | com.tencent.mobileqq
查看贝贝订单 | com.husor.beibei
查看贝贝订单 | com.husor.beibei
支付宝付款 | com.eg.android.AlipayGphone
查看淘宝购物车 | com.taobao.taobao
查看淘宝购物车 | com.taobao.taobao
手机管家 | com.huawei.systemmanager
管家 | com.letv.android.supermanager
查看贝贝购物车 | com.husor.beibei
查看贝贝购物车 | com.husor.beibei
查看京东订单 | com.jingdong.app.mall
查看京东订单 | com.jingdong.app.mall
查看京东订单 | com.jingdong.app.mall
查看京东单 | com.jingdong.app.mall
听一个一点测试我的闹钟 | com.android.deskclock
查看京东订单 | com.jingdong.app.mall
查看京东购物车 | com.jingdong.app.mall
查看京东购物车 | com.jingdong.app.mall
我现在是在什么位置 | com.baidu.BaiduMap
查看京东购物车 | com.jingdong.app.mall
支付宝 | com.eg.android.AlipayGphone
播放音乐 | com.android.music
在手机京东上买外套 | com.jingdong.app.mall
播放本地音乐 | com.android.music
在手机京东上买外套 | com.jingdong.app.mall
用酷狗播放音乐 | com.android.music
查看聚美优品布丁单 | com.jm.android.jumei
播放音乐 | com.android.music
查看聚美优品全部订单 | com.jm.android.jumei
清理一下后台 | com.letv.android.supermanager
查看聚美优品全部订单 | com.jm.android.jumei
手电筒 | com.frego.flashlight
聚美优品查看购物车 | com.jm.android.jumei
聚美优品的购物车美人 | com.jm.android.jumei
聚美优品查看购物车 | com.jm.android.jumei
在聚美优品上买外套 | com.jm.android.jumei
在聚美与品上买外套 | com.jm.android.jumei
吃饭没有 | com.dianping.v1
我要去武汉 | ctrip.android.view
打开微信 | com.tencent.mm
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放喜欢的歌曲 | com.kugou.android
酷狗音乐帮我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放我新换的歌 | com.kugou.android
酷狗音乐播放我喜欢的歌曲 | com.kugou.android
酷狗音乐播放本地歌曲 | com.kugou.android
酷狗音乐播放本地歌曲 | com.kugou.android
微信二维码付款 | com.tencent.mm
打开风行 | com.funshion.video.mobile
酷狗音乐播放杰伦的七里 | com.kugou.android
酷狗音乐播放周杰伦的七里孝 | com.kugou.android
用酷狗音乐播放周杰伦的七里香 | com.kugou.android
酷狗音乐播周杰伦的七里香 | com.kugou.android
用酷狗音乐放首王菲的歌 | com.kugou.android
用酷狗音乐播放王菲的歌 | com.kugou.android
用酷狗音乐放首王菲的歌 | com.kugou.android
用酷狗音乐放首王菲的歌 | com.kugou.android
酷狗音乐搜索魏晨 | com.kugou.android
用酷狗音乐搜索魏晨 | com.kugou.android
体育比赛 | com.lesports.glivesports
体育比赛 | com.lesports.glivesports
体育 | com.lesports.glivesports
体育比赛 | com.lesports.glivesports
我要看今天的体育新闻 | com.lesports.glivesports
我要看今天的育新闻 | com.letv.android.client
我要看几天的体育新闻 | com.lesports.glivesports
我要反馈速度很慢 | com.letv.android.bugreporter
我要反馈速度很慢 | com.letv.android.bugreporter
反馈 | com.letv.android.bugreporter
我要反馈纯啊 | com.letv.android.bugreporter
播放甄嬛传第五季 | com.letv.android.client
放甄嬛传第五季 | com.letv.android.client
高德地图 | com.autonavi.minimap
酷狗音乐搜索下背影 | com.kugou.android
酷狗音乐搜索下背影 | com.kugou.android
高德导航 | com.autonavi.xmgd.navigator
打开追书神器 | com.ushaqi.zhuishushenqi
播放甄嬛传第六季 | com.letv.android.client
播放章宣传第六集 | com.letv.android.client
播放甄嬛传第六极 | com.letv.android.client
播放当宣传六情 | com.letv.android.client
播放甄嬛传第六极 | com.letv.android.client
播放甄嬛传第六集 | com.letv.android.client
播放甄嬛传第六集 | com.letv.android.client
打开微博 | com.sina.weibo
打开联系人 | com.android.dialer
打开快速充电 | com.android.settings
打开通话记录 | com.android.dialer
打开图库 | com.android.gallery3d
打开QQ | com.tencent.mobileqq
打开微博 | com.sina.weibo
看看设置开发区学校 | com.letv.android.client
QQ | com.tencent.mobileqq
我想看电影 | com.letv.android.client
我想看电影 | com.letv.android.client
我想看电影 | com.letv.android.client
用乐视视频搜索位置 | com.letv.android.client
永乐视视频搜索位置 | com.letv.android.client
打开问题反馈 | com.letv.android.bugreporter
永乐视频搜索呵呵 | com.letv.android.client
娱乐视视频搜索呵呵 | com.letv.android.client
用乐视视频搜索魏晨 | com.letv.android.client
用乐视乐视搜索魏晨 | com.letv.android.client
放速度与激情 | com.letv.android.client
打开微信 | com.tencent.mm
打开微博 | com.sina.weibo
播放速度与激情 | com.letv.android.client
播速度与激情 | com.letv.android.client
播放速与激情 | com.letv.android.client
我想看李连杰的电影 | com.letv.android.client
我想看廉洁的电影 | com.letv.android.client
打开指南针 | com.letv.android.compass
打开指南针 | com.letv.android.compass
微信扫一扫 | com.tencent.mm
华为 | com.vmall.client
微信扫一扫 | com.tencent.mm
微信扫一扫 | com.tencent.mm
打开酷狗音乐 | com.kugou.android
微信扫一扫 | com.tencent.mm
用微信和码视频聊天 | com.tencent.mm
用微信跟妈视频聊天 | com.tencent.mm
查看微信下载文件 | com.letv.android.filemanager
查看微信下载 | com.tencent.mm
查看微信下载文件 | com.letv.android.filemanager
记一下魏晨真帅 | com.letv.android.note
记一下魏晨真在 | com.letv.android.note
新建便签 | com.letv.android.note
新建便签 | com.letv.android.note
开始录音 | com.letv.android.recorder
录音 | com.letv.android.recorder
开始录音 | com.letv.android.recorder
清理后台 | com.letv.android.supermanager
清理后台 | com.letv.android.supermanager
扫一扫 | com.tencent.mm
播放音乐 | com.android.music
微信和小兰说话 | com.tencent.mm
微信和小兰说话 | com.tencent.mm
打开网速显示 | com.letv.android.supermanager
打开网速显示 | com.letv.android.supermanager
打开省电模式 | com.letv.android.supermanager
打开省电模式 | com.letv.android.supermanager
设置字体 | com.letv.android.themestore
打开通讯录 | com.android.dialer
设置主题 | com.letv.android.themestore
设置主题 | com.letv.android.themestore
设置主题 | com.letv.android.themestore
设置主题字体 | com.letv.android.themestore
设置主题字体 | com.letv.android.themestore
设置主题字体 | com.letv.android.themestore
打开微信 | com.tencent.mm
设置壁纸 | com.letv.android.wallpaperonline
设置壁纸 | com.letv.android.wallpaperonline
映客直播搜索静静 | com.meelive.ingkee
映客直播搜索静静 | com.meelive.ingkee
我拜单车扫一扫 | com.tencent.mm
我的车扫一扫 | com.tencent.mm
摩拜单车扫一扫 | com.mobike.mobikeapp
单车扫一扫 | com.tencent.mm
打开应用play商店 | com.playalot.Play
打开淘宝 | com.taobao.taobao
用网易云音乐播放周杰伦的心理香 | com.netease.cloudmusic
用网易云音乐播放周杰伦的七里香 | com.netease.cloudmusic
用网易云音乐播放周杰伦的七里香 | com.netease.cloudmusic
映客直播搜索静静 | com.meelive.ingkee
映客直播搜索静静 | com.meelive.ingkee
打开微信 | com.tencent.mm
映客直播搜索静静 | com.meelive.ingkee
映客直播搜索静静 | com.meelive.ingkee
在某部接上买外套 | com.taobao.taobao
在某部上买外套 | com.taobao.taobao
蘑菇街 | com.mogujie
蘑菇街 | com.mogujie
打开微信 | com.tencent.mm
进入手机营业厅 | com.sinovatech.unicom.ui
进入移动手机营业厅 | com.sinovatech.unicom.ui
进入手机营业厅移动的 | com.sinovatech.unicom.ui
微信充值话费 | com.tencent.mm
微信充值话费 | com.tencent.mm
微信充值话费 | com.tencent.mm
微信充值五元话费 | com.tencent.mm
蘑菇街上买糖 | com.mogujie
蘑菇街上买卖菜 | com.mogujie
在蘑菇街上买外套 | com.mogujie
开热点 | com.android.settings
使用网易云音乐搜索周杰伦的七里香 | com.netease.cloudmusic
用网易云音乐播放周杰伦的七里香 | com.netease.cloudmusic
计一下黄色 | com.letv.android.note
网易云音乐播放周杰伦的七里香 | com.netease.cloudmusic
王者荣耀 | com.tencent.tmgp.sgame
还要命的一吃饭 | com.dianping.v1
查看天气 | sina.mobile.tianqitongletv
微信发红包 | com.tencent.mm
网易云音乐播放新歌吧 | com.netease.cloudmusic
网易云音乐播放新歌榜 | com.netease.cloudmusic
打开京东 | com.jingdong.app.mall
网易云音乐放首王菲的歌 | com.netease.cloudmusic
微信 | com.tencent.mm
网易云音乐放王菲的歌 | com.netease.cloudmusic
微信付款 | com.tencent.mm
打开恒大金服 | com.evergrande.eif.android.hengjiaosuo
打开完美校园 | com.newcapec.mobile.ncp
给微信上的李毅发消息 | com.tencent.mm
给QQ上的老婆发消息 | com.tencent.mobileqq
QQ | com.tencent.mobileqq
给QQ上的是内围发消息说干嘛呢 | com.tencent.mobileqq
用网易云音乐搜索魏晨 | com.netease.cloudmusic
用网易云音乐搜索魏晨 | com.netease.cloudmusic
支付宝付款 | com.eg.android.AlipayGphone
给QQ上的任我行发消息说傻逼 | com.tencent.mobileqq
给QQ上的老婆发消息说我爱你 | com.tencent.mobileqq
天气预报 | sina.mobile.tianqitongletv
微信扫一扫 | com.tencent.mm
设置主题 | com.letv.android.themestore
打开探探 | com.p1.mobile.putong
打开探探 | com.p1.mobile.putong
怎么显示网速 | com.letv.android.supermanager
打开朋友圈 | com.tencent.mm
打开探谈朋友圈 | com.tencent.mm
怎么设置桌面的格式 | com.letv.android.themestore
打开探探朋友圈 | com.p1.mobile.putong
打开探探朋友圈 | com.p1.mobile.putong
查看探探匹配的人 | com.p1.mobile.putong
查看探探匹配的人 | com.p1.mobile.putong
导航 | com.autonavi.xmgd.navigator
打开音乐播放器 | com.musicplayer.player.mp3player.white
打开QQ音乐 | com.tencent.qqmusic
打开QQ | com.tencent.mobileqq
万象搜索 | com.letv.android.quicksearchbox
打开微信小程序 | com.tencent.mm
打开微信 | com.tencent.mm
微信朋友圈 | com.tencent.mm
微信二维码付款 | com.tencent.mm
转到谷歌输入法 | com.android.settings
天气预报 | sina.mobile.tianqitongletv
音乐 | com.android.music
打开QQ | com.tencent.mobileqq
关闭热点 | com.android.settings
打开QQ | com.tencent.mobileqq
用美团搜索麻辣烫 | com.sankuai.meituan
美团搜索麻辣烫 | com.sankuai.meituan
美团搜索 | com.sankuai.meituan
滴滴打车从天安门到故宫 | com.sdu.didi.psnger
滴滴打车从面安门到故宫 | com.sdu.didi.psnger
来一首歌 | com.android.music
天气预报 | sina.mobile.tianqitongletv
打开淘宝 | com.taobao.taobao
打开支付宝 | com.eg.android.AlipayGphone
美团搜索落烫 | com.sankuai.meituan
美团搜索麻辣烫 | com.sankuai.meituan
美团搜索 | com.sankuai.meituan
美团搜索麻辣烫 | com.sankuai.meituan
美团搜索落烫 | com.sankuai.meituan
美团搜索哈哈哈 | com.sankuai.meituan
打开美团 | com.sankuai.meituan
美团外卖 | com.sankuai.meituan.takeoutnew
美团外卖 | com.sankuai.meituan.takeoutnew
用滴滴打车从天安门到故宫 | com.sdu.didi.psnger
用滴滴打车从天安门到故宫 | com.sdu.didi.psnger
用美团外卖搜索麻辣烫 | com.sankuai.meituan.takeoutnew
用美拍卖搜索麻辣 | com.taobao.taobao
用内存吧搜索麻辣 | com.adot.pbank
找个好电影看看 | com.letv.android.client
打开QQ用QQ发消息给白科 | com.tencent.mobileqq
打开美团外 | com.sankuai.meituan
用存外卖搜索 | com.baidu.lbs.waimai
用美团外卖搜索麻辣烫 | com.sankuai.meituan.takeoutnew
不是我的播放本地音乐 | com.android.music
滴滴打车回家 | com.sdu.didi.psnger
滴滴打车回家 | com.sdu.didi.psnger
滴滴打车回家 | com.sdu.didi.psnger
用滴滴打车去天安门 | com.sdu.didi.psnger
滴滴打车去天安门 | com.sdu.didi.psnger
今天多少度 | sina.mobile.tianqitongletv
打开QQ | com.tencent.mobileqq
打开照相机 | com.android.camera2
新浪微博搜索 | com.sina.weibo
新浪微博搜索魏晨 | com.sina.weibo
新浪微博搜索 | com.sina.weibo
新浪微博搜索魏晨 | com.sina.weibo
新浪微博搜索魏晨 | com.sina.weibo
司浪微博搜索魏晨 | com.sina.weibo
我说123小了你就打开拨号 | com.android.dialer
打开悬浮球 | com.android.settings
打开朋友圈 | com.tencent.mm
打开QQ老婆婆视频聊天 | com.tencent.mobileqq
打开节电助手 | com.letv.android.supermanager
打开QQ老婆婆视频聊天 | com.tencent.mobileqq
和老婆视频聊天 | com.tencent.mm
打开UC浏览器 | com.UCMobile
QQ老婆婆视频聊天 | com.tencent.mobileqq
QQ老婆婆视频聊天 | com.tencent.mobileqq
用微信告诉维维你好 | com.tencent.mm
QQ老婆婆视频聊天 | com.tencent.mobileqq
QQ给老婆发送我想你了 | com.tencent.mobileqq
打开音乐难念的经 | com.android.music
用微博搜索呵呵 | com.sina.weibo
用微博搜索呵呵 | com.sina.weibo
给QQ发送新疆 | com.tencent.mobileqq
新浪微博搜索 | com.sina.weibo
QQ给老婆发送新家 | com.tencent.mobileqq
查看我的微博粉丝 | com.sina.weibo
查看我的微博分 | com.sina.weibo
打开nga玩家社区 | gov.pianzong.androidnga
我想淘宝买东西 | com.taobao.taobao
想淘宝买东西 | com.taobao.taobao
查看我的微博粉丝 | com.sina.weibo
查看我的微博粉丝 | com.sina.weibo
wifi万能钥匙 | com.snda.wifilocating
打开youtube | com.google.android.youtube
打开优酷步 | com.youku.phone
新浪微博搜索魏晨 | com.sina.weibo
打开youtube | com.google.android.youtube
新浪微博搜索 | com.sina.weibo
查看我的微博粉丝 | com.sina.weibo
查看我的微博粉丝 | com.sina.weibo
查看我的微博粉丝 | com.sina.weibo
手机切换为英文 | com.android.settings
发微博 | com.sina.weibo
微博发图片 | com.sina.weibo
发微博说晚上吃什么 | com.sina.weibo
查看我的微博粉丝 | com.sina.weibo
发微博 | com.sina.weibo
微博发片 | com.sina.weibo
微博发图片 | com.sina.weibo
放个音乐听听 | com.android.music
发微博说晚上去就麻辣火锅吧 | com.sina.weibo
载新浪微博 | com.sina.weibo
支付宝 | com.eg.android.AlipayGphone
在淘宝上买外套 | com.taobao.taobao
在淘宝上买外套 | com.taobao.taobao
查看淘宝购物车 | com.taobao.taobao
查看淘宝购物车 | com.taobao.taobao
查看淘宝收藏 | com.taobao.taobao
查看淘宝收藏 | com.taobao.taobao
查看淘宝物流 | com.taobao.taobao
放本地音乐 | com.android.music
查看淘宝箱 | com.taobao.taobao
查看淘宝消息 | com.taobao.taobao
查看淘宝消息 | com.taobao.taobao
查看淘宝订单 | com.taobao.taobao
淘宝订单 | com.taobao.taobao
查看淘宝订单 | com.taobao.taobao
发文字朋友圈 | com.tencent.mm
发视频朋友有 | com.huawei.hwvplayer.youku
发视频朋友圈 | com.tencent.mm
微信和小明音 | com.tencent.mm
微信和小明语嫣 | com.tencent.mm
微信和小明语嫣 | com.tencent.mm
微信和小明语音 | com.tencent.mm
看小明的聊天记录 | com.tencent.mm
翘了购买了是哺乳衫 | com.taobao.taobao
打开微信创建群 | com.tencent.mm
打开微信创建群 | com.tencent.mm
清理后台 | com.letv.android.supermanager
用微信面对面建群 | com.tencent.mm
淘宝 | com.taobao.taobao
小乐清里垃圾 | com.letv.android.supermanager
清理后台 | com.letv.android.supermanager
打开王者荣耀游戏 | com.tencent.tmgp.sgame
中医院打开歌曲么 | com.medishare.mediclientcbd
发视频朋友的 | com.huawei.hwvplayer.youku
用音乐打开没 | com.android.music
把自朋友圈 | com.tencent.mm
发文字朋友圈 | com.tencent.mm
发视频彭全 | com.huawei.hwvplayer.youku
发视频朋友圈 | com.tencent.mm
打开QQ | com.tencent.mobileqq
播放音乐 | com.android.music
打开网易音乐 | com.netease.newsreader.activity
打开网易云音乐 | com.netease.cloudmusic
查看天气 | sina.mobile.tianqitongletv
微信面对面红包 | com.tencent.mm
微信发红包 | com.tencent.mm
用微信打开微信群 | com.weixinqun.xm.weixinqun
微信二维码付款 | com.tencent.mm
有网易云音乐播放freaksra的roedrt | com.netease.cloudmusic
微信朋友圈 | com.tencent.mm
微信朋友圈 | com.tencent.mm
打开闹钟 | com.android.deskclock
用网易云音乐 | com.netease.cloudmusic
有网易云音乐播放freaks | com.netease.cloudmusic
打开微信二维码 | com.tencent.mm
打开微信二维码 | com.tencent.mm
微信拼手气红包 | com.tencent.mm
唱一首歌 | com.android.music
微信拼手气红包 | com.tencent.mm
给小明发表情 | com.tencent.mm
给小明发图片 | com.tencent.mm
给小明发位置 | com.tencent.mm
设置 | com.android.settings
用微信给小明发红包 | com.tencent.mm
播放音乐thenight | com.android.music
打开音乐 | com.android.music
给小明发害羞表情 | com.tencent.mm
给小明发害羞表情 | com.tencent.mm
打开QQ | com.tencent.mobileqq
用微信告诉小明你好 | com.tencent.mm
微信和小明视频流聊天 | com.tencent.mm
微信和小明视频聊天 | com.tencent.mm
看小明朋友圈 | com.tencent.mm
微信黑名单 | com.tencent.mm
微信黑名单 | com.tencent.mm
播放热歌榜 | com.android.music
微信黑名单 | com.tencent.mm
微信字体大小 | com.tencent.mm
打开微信小程序 | com.tencent.mm
QQ | com.tencent.mobileqq
打开微信小程序 | com.tencent.mm
我的微信收藏 | com.tencent.mm
迁移微信数据的另一部手机 | com.tencent.mm
手机话费充值 | com.tencent.mm
微信付款 | com.tencent.mm
微信二维码 | com.tencent.mm
微信二维码收款 | com.tencent.mm
微信扫一扫 | com.tencent.mm
摇一摇 | com.tencent.mm
买东西 | com.taobao.taobao
打开网址音乐 | com.android.music
打开王者荣耀 | com.tencent.tmgp.sgame
打开有道翻译官 | com.youdao.translator
我想看黄片儿 | com.letv.android.client
给我上一下微信 | com.tencent.mm
查看今天天气怎么样 | sina.mobile.tianqitongletv
给我上QQ找到好傻 | com.tencent.mobileqq
打开酷狗音乐 | com.kugou.android
QQ何小明语音 | com.tencent.mobileqq
支付宝 | com.eg.android.AlipayGphone
打开QQ发送消息给许奇伟说你是傻逼 | com.tencent.mobileqq
打开QQ文件荚 | com.tencent.mobileqq
打开QQ发送消息给许计v你是傻逼 | com.tencent.mobileqq
打开QQ文件荚 | com.tencent.mobileqq
打开文件管理进入腾讯qqvs1 | com.letv.android.filemanager
打开QQ发送你是傻逼给计v | com.tencent.mobileqq
打开QQ发送你是傻逼给许继威 | com.tencent.mobileqq
打开QQ发送你是傻逼给许继威 | com.tencent.mobileqq
今天我走了多少度 | sina.mobile.tianqitongletv
QQ和小明烟 | com.tencent.mobileqq
QQ和小明语嫣 | com.tencent.mobileqq
打开百度贴吧 | com.baidu.tieba
QQ和小明语音 | com.tencent.mobileqq
面对面建群 | com.tencent.mobileqq
微信面对面建群 | com.tencent.mm
我要看电视及毛飞上天 | com.letv.android.client
微信二维码付款 | com.tencent.mm
打开QQ创建群 | com.tencent.mobileqq
用QQ面对面建群 | com.tencent.mobileqq
打开QQ红包 | me.veryyoung.qq.luckymoney
QQ面对面红包 | com.tencent.mobileqq
QQ发红包 | com.tencent.mobileqq
QQ发红包 | com.tencent.mobileqq
QQ打开微信群 | com.weixinqun.xm.weixinqun
打开QQ群 | com.tencent.mobileqq
打开QQ群 | com.tencent.mobileqq
打开QQ空间 | com.tencent.mobileqq
QQ付款 | com.tencent.mobileqq
QQ添加新朋友 | com.tencent.mobileqq
进入省电模式 | com.letv.android.supermanager
微信扫一扫 | com.tencent.mm
打开微信朋友圈 | com.tencent.mm
打开QQ | com.tencent.mobileqq
QQ添加新朋友 | com.tencent.mobileqq
天气 | sina.mobile.tianqitongletv
QQ扫一扫 | com.tencent.mobileqq
打开管家 | com.letv.android.supermanager
QQ查看二哥的个人资料 | com.tencent.mobileqq
QQ查看小明的个人资料 | com.tencent.mobileqq
杀星朋友圈 | com.tencent.mm
QQ钱包 | com.tencent.mobileqq
QQ余额提现 | com.tencent.mobileqq
QQ空间发说说 | com.tencent.mobileqq
QQ空间签到 | com.tencent.mobileqq
用qq给小明发红包 | com.tencent.mobileqq
用QQ给小明发红包 | com.tencent.mobileqq
给我唱首歌 | com.android.music
我要去深圳湾口岸 | com.sdu.didi.psnger
用QQ告诉小明你好 | com.tencent.mobileqq
QQ和小明视频聊天 | com.tencent.mobileqq
QQ和小明视频聊天 | com.tencent.mobileqq
我要吐槽 | com.letv.android.bugreporter
打开QQ | com.tencent.mobileqq
打开腾讯视频 | com.tencent.qqlive
腾讯视频看非诚勿扰 | com.tencent.qqlive
用qq音乐播放周杰伦的七里香 | com.tencent.qqmusic
用QQ音乐播放周杰伦的七里香 | com.tencent.qqmusic
打开腾讯助手腾讯视频 | com.tencent.qqlive
用QQ音乐播放新歌榜 | com.tencent.qqmusic
用QQ音乐放首王菲的歌 | com.tencent.qqmusic
今天天气怎么样 | sina.mobile.tianqitongletv
查看一号店的订单 | com.thestore.main
用喜马拉雅FM听书 | com.ximalaya.ting.android
查看天气 | sina.mobile.tianqitongletv
今天天气怎么样 | sina.mobile.tianqitongletv
天气如何 | sina.mobile.tianqitongletv
微信朋友圈 | com.tencent.mm
在乐视视频搜索网址 | com.letv.android.client
打开QQ | com.tencent.mobileqq
乐视视频 | com.letv.android.client
用喜马拉雅FM听书 | com.ximalaya.ting.android
微信朋友圈 | com.tencent.mm
录音 | com.letv.android.recorder
唱首歌 | com.android.music
因为一道打车回家 | com.yongche.android
优酷搜索123 | com.youku.phone
用知乎搜索123 | com.zhihu.android
用知乎搜索123 | com.zhihu.android
现在极限 | com.lesports.glivesports
有什么好看的电视剧 | com.letv.android.client
QQ | com.tencent.mobileqq
微信 | com.tencent.mm
查看支付宝 | com.eg.android.AlipayGphone
